car_id,brand,model,year,kms_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,location,price
1547,Maruti,Swift,2022,84578,CNG,Automatic,Second,22.2,1497,83,4,Hyderabad,7.33
1548,Hyundai,i20,2017,11219,Diesel,Manual,Second,14.8,1998,94,4,Hyderabad,5.98
1549,Maruti,Dzire,2014,99120,Petrol,Automatic,Third,21.0,1998,109,5,Pune,4.41
1550,Toyota,Etios,2020,73772,Diesel,Automatic,Third,19.7,1598,92,7,Kolkata,6.12
1551,Maruti,Baleno,2008,77585,Petrol,Automatic,Third,16.9,1197,92,7,Pune,1.5
1552,Hyundai,i20,2018,102562,CNG,Manual,Third,18.5,1497,111,4,Bangalore,3.65
1553,Maruti,Baleno,2015,29930,CNG,Manual,Second,21.4,1497,111,5,Mumbai,4.84
1554,Ford,Figo,2010,59851,Diesel,Manual,First,11.6,1197,73,5,Mumbai,3.45
1555,Hyundai,i10,2012,103330,Petrol,Manual,First,17.9,998,65,7,Pune,2.48
1556,Toyota,Corolla,2005,21079,Diesel,Automatic,Third,20.5,1497,96,5,Hyderabad,1.5
1557,Mahindra,Scorpio,2020,57938,CNG,Automatic,Second,16.9,1197,77,7,Mumbai,6.38
1558,Maruti,Dzire,2018,135388,CNG,Manual,Third,22.8,1497,79,5,Kolkata,4.1
1559,Volkswagen,Polo,2019,41553,CNG,Automatic,Second,22.6,998,105,4,Pune,6.55
1560,Hyundai,i20,2008,95311,Diesel,Automatic,First,19.2,1998,85,5,Mumbai,1.5
1561,Honda,Amaze,2015,105924,Petrol,Automatic,Second,19.0,1197,61,5,Pune,4.48
1562,Mahindra,Scorpio,2016,115012,Diesel,Automatic,First,16.6,1998,89,4,Hyderabad,4.74
1563,Volkswagen,Polo,2008,80765,Petrol,Automatic,Second,17.2,1197,97,4,Kolkata,1.5
1564,Volkswagen,Polo,2020,12553,Petrol,Automatic,Second,20.6,1197,58,7,Hyderabad,7.81
1565,Ford,Aspire,2015,137564,Diesel,Automatic,Third,23.8,1998,65,4,Chennai,2.41
1566,Maruti,Dzire,2010,25738,Petrol,Automatic,Second,19.5,998,89,5,Pune,3.66
1567,Honda,Amaze,2016,104452,CNG,Automatic,Second,19.5,998,98,5,Delhi,4.87
1568,Honda,Jazz,2011,55754,Diesel,Automatic,Second,19.2,1998,80,5,Kolkata,3.62
1569,Volkswagen,Vento,2007,109895,CNG,Automatic,Second,23.7,1197,82,4,Pune,1.5
1570,Mahindra,Scorpio,2018,116108,Petrol,Manual,First,21.3,1497,83,4,Bangalore,3.79
1571,Honda,Jazz,2014,80116,CNG,Automatic,Second,20.5,1598,74,5,Pune,3.95
1572,Ford,Aspire,2019,118524,Petrol,Manual,First,19.0,1197,89,7,Mumbai,5.58
1573,Volkswagen,Vento,2007,65200,Petrol,Automatic,First,16.7,998,95,4,Chennai,1.87
1574,Ford,EcoSport,2005,114074,CNG,Manual,First,20.2,1497,97,7,Mumbai,1.5
1575,Maruti,Dzire,2017,91099,Petrol,Manual,Third,21.3,1497,74,5,Pune,4.38
1576,Hyundai,i10,2021,54723,Petrol,Manual,Third,19.1,1497,122,5,Kolkata,6.19
1577,Toyota,Etios,2022,81411,CNG,Automatic,First,17.0,1998,85,4,Hyderabad,7.52
1578,Ford,Figo,2018,147221,CNG,Automatic,Second,20.4,1598,53,7,Mumbai,3.73
1579,Mahindra,XUV500,2019,90705,Diesel,Automatic,Second,14.8,1197,104,5,Delhi,6.64
1580,Maruti,Dzire,2009,100147,Diesel,Automatic,Third,17.7,998,82,7,Chennai,1.5
1581,Mahindra,Scorpio,2014,12394,Diesel,Automatic,Third,21.5,1197,66,4,Hyderabad,4.97
1582,Honda,City,2018,124584,Diesel,Manual,First,20.9,1598,95,5,Mumbai,4.8
1583,Honda,City,2018,72799,CNG,Automatic,Second,21.0,1998,31,5,Chennai,6.08
1584,Hyundai,i10,2010,45815,Diesel,Manual,Third,16.0,1598,48,7,Chennai,2.34
1585,Honda,Jazz,2020,59227,Diesel,Manual,First,22.1,998,82,7,Delhi,7.29
1586,Hyundai,i10,2014,80567,Petrol,Automatic,Third,22.8,998,111,4,Delhi,4.31
1587,Hyundai,i10,2020,66934,Diesel,Automatic,Second,20.2,1598,87,5,Chennai,5.86
1588,Volkswagen,Polo,2015,31030,Petrol,Manual,Second,17.3,1598,68,4,Hyderabad,5.96
1589,Toyota,Innova,2011,75556,Diesel,Manual,First,17.5,1197,87,5,Kolkata,3.16
1590,Toyota,Innova,2006,62213,Diesel,Manual,Third,18.1,1197,119,5,Chennai,1.5
1591,Volkswagen,Vento,2015,51579,CNG,Manual,Third,18.6,1998,70,7,Delhi,3.31
1592,Honda,Amaze,2014,62094,Diesel,Manual,Third,16.2,1197,84,4,Mumbai,3.14
1593,Volkswagen,Vento,2015,13949,Petrol,Automatic,Third,15.9,998,57,5,Kolkata,5.18
1594,Hyundai,i10,2006,134589,CNG,Manual,Second,13.5,998,100,4,Mumbai,1.5
1595,Toyota,Innova,2015,25742,Petrol,Automatic,Third,13.6,1197,79,7,Hyderabad,4.61
1596,Mahindra,XUV500,2009,137885,Petrol,Automatic,Third,19.0,1497,112,5,Pune,1.5
1597,Hyundai,i10,2017,103891,CNG,Manual,Second,18.3,998,82,5,Pune,4.56
1598,Toyota,Corolla,2014,138474,Petrol,Manual,Third,18.6,1497,70,5,Pune,1.67
1599,Toyota,Etios,2022,52033,Petrol,Manual,Second,15.6,1497,107,5,Hyderabad,7.27
1600,Honda,Amaze,2005,142633,Diesel,Manual,First,23.7,1998,84,5,Kolkata,1.5
1601,Ford,EcoSport,2015,26604,CNG,Automatic,First,13.5,1998,49,7,Chennai,5.18
1602,Mahindra,TUV300,2009,84220,Diesel,Automatic,Third,18.8,1497,95,4,Delhi,1.5
1603,Ford,Aspire,2007,21475,Petrol,Manual,First,20.7,1197,75,4,Chennai,2.44
1604,Hyundai,i10,2006,111868,CNG,Automatic,Third,22.8,1998,103,7,Hyderabad,1.5
1605,Honda,City,2016,67861,CNG,Manual,First,15.3,1197,42,7,Chennai,4.68
1606,Mahindra,XUV500,2019,25912,Diesel,Automatic,Second,17.4,998,65,7,Bangalore,7.02
1607,Ford,EcoSport,2007,89666,Petrol,Manual,Third,18.2,998,81,4,Pune,1.5
1608,Hyundai,Verna,2017,59665,Petrol,Manual,Third,18.5,1197,94,7,Pune,4.06
1609,Ford,Figo,2008,103837,CNG,Automatic,Third,22.2,1598,83,4,Mumbai,1.5
1610,Mahindra,XUV500,2022,115265,CNG,Automatic,Third,20.1,1197,90,7,Hyderabad,6.47
1611,Toyota,Etios,2015,95106,Diesel,Automatic,Third,18.9,1598,73,7,Bangalore,3.78
1612,Ford,EcoSport,2022,66079,Diesel,Automatic,Second,14.6,1598,87,5,Chennai,7.46
1613,Maruti,Dzire,2006,84575,CNG,Manual,Third,17.4,1197,82,5,Delhi,1.5
1614,Honda,City,2011,92550,Petrol,Automatic,Third,16.4,1998,87,7,Hyderabad,2.13
1615,Ford,EcoSport,2008,19892,Diesel,Automatic,First,14.9,1197,110,5,Bangalore,2.87
1616,Ford,EcoSport,2012,77172,Diesel,Manual,Third,20.9,1598,94,7,Mumbai,1.93
1617,Volkswagen,Polo,2015,136493,Petrol,Automatic,Third,23.3,1998,61,4,Hyderabad,3.23
1618,Volkswagen,Vento,2006,110020,Petrol,Manual,Second,21.0,1497,72,5,Chennai,1.5
1619,Mahindra,XUV500,2012,12997,CNG,Automatic,First,17.2,1497,91,7,Delhi,5.17
1620,Honda,Jazz,2009,95676,CNG,Manual,First,17.6,998,101,7,Pune,2.08
1621,Toyota,Etios,2021,33614,Petrol,Automatic,Second,12.8,1598,111,4,Mumbai,6.9
1622,Honda,City,2020,22926,CNG,Automatic,Second,21.1,998,108,5,Hyderabad,7.0
1623,Toyota,Corolla,2009,45355,Diesel,Manual,Second,16.8,1598,63,7,Hyderabad,2.09
1624,Hyundai,Verna,2021,74551,Petrol,Manual,Second,17.1,1598,101,5,Pune,7.06
1625,Ford,EcoSport,2008,118418,Diesel,Automatic,Second,22.2,1197,74,5,Bangalore,1.5
1626,Ford,Aspire,2005,89906,Petrol,Automatic,Third,12.9,1598,69,7,Mumbai,1.5
1627,Toyota,Innova,2012,62346,CNG,Automatic,First,22.8,998,60,4,Pune,3.76
1628,Maruti,Swift,2009,85414,Petrol,Automatic,Third,17.9,998,91,5,Chennai,1.5
1629,Toyota,Innova,2015,64790,CNG,Manual,First,19.3,1998,76,7,Kolkata,4.7
1630,Honda,Jazz,2020,47053,CNG,Manual,Second,19.6,1998,85,7,Hyderabad,6.34
1631,Maruti,Baleno,2010,25757,Diesel,Manual,Third,17.7,1998,83,5,Delhi,2.3
1632,Toyota,Corolla,2005,27458,Diesel,Automatic,Third,17.2,1497,117,4,Delhi,1.5
1633,Honda,Jazz,2017,70599,Diesel,Manual,Second,17.1,1598,99,7,Hyderabad,4.72
1634,Maruti,Swift,2011,141242,Diesel,Manual,First,21.5,1197,92,7,Bangalore,1.52
1635,Honda,Amaze,2017,51157,Petrol,Automatic,Third,19.3,1497,54,5,Pune,4.71
1636,Honda,City,2021,82319,Petrol,Automatic,Second,14.4,998,88,7,Bangalore,7.62
1637,Hyundai,i10,2015,112982,CNG,Manual,First,24.7,1598,98,7,Pune,3.99
1638,Ford,Aspire,2012,119401,Petrol,Manual,Second,12.6,1497,74,7,Bangalore,1.52
1639,Toyota,Corolla,2009,64200,CNG,Manual,Third,16.1,1998,82,7,Kolkata,1.5
1640,Hyundai,i10,2014,147312,Petrol,Automatic,First,12.1,1998,100,4,Bangalore,2.62
1641,Maruti,Dzire,2022,41034,Petrol,Automatic,First,18.7,998,126,5,Chennai,8.02
1642,Toyota,Etios,2019,81774,Petrol,Manual,First,10.4,1197,79,4,Delhi,6.51
1643,Mahindra,TUV300,2013,70532,CNG,Manual,First,23.9,998,60,5,Delhi,4.04
1644,Volkswagen,Vento,2009,141681,CNG,Automatic,Third,16.6,1497,83,4,Kolkata,1.59
1645,Toyota,Etios,2020,46048,Petrol,Manual,First,13.5,998,90,5,Kolkata,7.31
1646,Maruti,Baleno,2018,68341,CNG,Manual,First,21.3,998,87,4,Chennai,5.99
1647,Mahindra,TUV300,2020,95169,Diesel,Manual,Second,16.8,1598,90,4,Hyderabad,5.43
1648,Volkswagen,Vento,2015,113324,CNG,Manual,Third,19.9,998,78,5,Chennai,2.92
1649,Mahindra,XUV500,2012,145974,CNG,Automatic,Third,17.9,998,108,7,Chennai,1.5
1650,Ford,Aspire,2006,59768,Diesel,Automatic,Second,12.7,1497,110,5,Chennai,1.5
1651,Hyundai,i20,2014,24299,CNG,Manual,Second,16.0,1598,73,4,Pune,5.3
1652,Ford,EcoSport,2010,45469,Diesel,Automatic,Second,11.6,1598,148,4,Mumbai,3.62
1653,Toyota,Corolla,2011,129192,Petrol,Automatic,Second,18.7,1197,84,7,Pune,1.96
1654,Maruti,Swift,2008,127807,CNG,Automatic,First,19.6,1998,98,7,Chennai,1.5
1655,Volkswagen,Jetta,2010,109268,CNG,Automatic,First,18.3,1197,81,5,Hyderabad,2.24
1656,Mahindra,TUV300,2009,52499,Petrol,Manual,Third,17.4,998,108,5,Bangalore,1.85
1657,Honda,Jazz,2019,85702,CNG,Manual,First,9.2,1197,98,4,Delhi,5.98
1658,Ford,Figo,2005,130230,Diesel,Automatic,Third,17.9,998,77,7,Chennai,1.5
1659,Hyundai,i10,2020,128944,Diesel,Automatic,First,20.8,1998,70,7,Delhi,6.12
1660,Hyundai,Verna,2013,64430,Petrol,Manual,First,15.1,998,57,7,Bangalore,3.6
1661,Maruti,Swift,2006,88234,Diesel,Manual,First,20.6,998,104,5,Mumbai,1.5
1662,Hyundai,Verna,2014,56509,Diesel,Automatic,First,20.2,998,95,5,Bangalore,4.65
1663,Honda,Amaze,2007,122020,CNG,Manual,Second,19.3,1598,101,4,Delhi,1.5
1664,Volkswagen,Vento,2015,148163,Diesel,Manual,Third,21.6,1197,99,7,Delhi,2.21
1665,Maruti,Dzire,2021,32982,Diesel,Automatic,Second,21.2,1998,84,5,Bangalore,7.3
1666,Ford,Aspire,2016,44003,CNG,Automatic,Third,17.5,1598,70,5,Kolkata,4.68
1667,Hyundai,Verna,2012,86149,Petrol,Manual,First,17.6,998,69,5,Pune,2.92
1668,Mahindra,XUV500,2011,118693,Diesel,Manual,Second,12.3,1497,89,7,Kolkata,1.53
1669,Volkswagen,Polo,2005,62740,CNG,Automatic,Second,15.5,998,98,5,Bangalore,1.5
1670,Ford,Aspire,2015,11607,Petrol,Automatic,Second,13.2,1598,70,7,Hyderabad,5.38
1671,Ford,EcoSport,2010,60860,Diesel,Automatic,Third,15.2,1598,102,5,Kolkata,2.19
1672,Maruti,Dzire,2009,136221,Petrol,Automatic,Third,17.2,1497,45,5,Kolkata,1.5
1673,Mahindra,Scorpio,2006,146596,Diesel,Automatic,Third,14.3,1998,86,4,Mumbai,1.5
1674,Ford,Aspire,2015,102692,Petrol,Manual,Second,22.1,998,59,5,Chennai,1.94
1675,Volkswagen,Jetta,2010,112122,Petrol,Manual,Second,18.6,1497,121,7,Delhi,1.88
1676,Honda,Amaze,2007,140299,Petrol,Automatic,Second,18.6,1497,75,4,Hyderabad,1.5
1677,Honda,City,2008,108098,Petrol,Manual,First,15.1,1598,95,7,Delhi,1.5
1678,Mahindra,Scorpio,2021,50390,Petrol,Automatic,Second,21.2,1998,140,5,Kolkata,7.59
1679,Honda,City,2008,145304,CNG,Manual,First,16.5,998,84,5,Chennai,1.5
1680,Volkswagen,Jetta,2008,11077,Diesel,Manual,Third,15.9,1998,77,4,Bangalore,1.72
1681,Toyota,Innova,2008,146466,CNG,Automatic,First,18.5,1998,69,5,Pune,1.5
1682,Hyundai,i20,2011,60474,Diesel,Automatic,Third,18.0,1497,85,5,Pune,2.53
1683,Maruti,Baleno,2009,51286,Diesel,Manual,First,18.5,1998,102,7,Hyderabad,2.14
1684,Maruti,Swift,2022,101833,CNG,Automatic,Second,16.0,1197,79,7,Kolkata,6.09
1685,Honda,Jazz,2012,54898,Petrol,Automatic,Third,15.5,1497,75,7,Chennai,3.64
1686,Maruti,Swift,2005,133400,CNG,Manual,First,18.8,1598,89,4,Delhi,1.5
1687,Toyota,Etios,2010,126873,CNG,Automatic,Second,17.6,1497,93,4,Pune,1.5
1688,Mahindra,TUV300,2022,30590,Diesel,Manual,First,18.8,1598,73,4,Chennai,6.97
1689,Honda,Jazz,2019,133350,Petrol,Manual,First,17.6,1998,113,5,Bangalore,5.4
1690,Toyota,Innova,2015,95134,Diesel,Automatic,First,20.9,998,110,5,Delhi,4.64
1691,Honda,Amaze,2019,54774,Diesel,Automatic,Third,18.6,1998,73,4,Hyderabad,5.85
1692,Maruti,Baleno,2008,95424,CNG,Manual,Second,19.8,1998,109,5,Chennai,1.5
1693,Ford,Figo,2012,73882,CNG,Manual,Second,16.6,1598,85,4,Bangalore,3.12
1694,Hyundai,Verna,2018,124125,CNG,Automatic,Third,13.7,1197,39,4,Pune,3.94
1695,Volkswagen,Polo,2020,39969,CNG,Automatic,Second,14.3,1998,75,4,Kolkata,7.13
1696,Toyota,Innova,2014,116376,Petrol,Manual,Third,16.6,1998,114,5,Bangalore,2.44
1697,Toyota,Corolla,2006,33732,Petrol,Manual,Third,18.9,998,97,4,Pune,1.5
1698,Hyundai,i20,2022,86415,Diesel,Automatic,First,21.1,1197,83,7,Bangalore,7.91
1699,Honda,Jazz,2014,123961,CNG,Automatic,First,14.8,1998,54,4,Hyderabad,4.03
1700,Ford,Figo,2009,87118,Petrol,Automatic,Third,19.1,998,67,4,Pune,1.5
1701,Ford,Figo,2008,83979,Petrol,Manual,Second,21.4,1998,61,5,Pune,1.84
1702,Honda,Jazz,2017,116439,Diesel,Automatic,Third,15.3,1197,98,7,Mumbai,3.81
1703,Toyota,Innova,2011,110819,Diesel,Automatic,First,19.8,1497,74,7,Mumbai,2.6
1704,Hyundai,i10,2007,14117,Petrol,Automatic,Third,18.1,1598,65,4,Delhi,2.39
1705,Hyundai,Verna,2018,129545,CNG,Automatic,Third,16.5,1197,80,5,Hyderabad,3.61
1706,Toyota,Corolla,2019,110850,Diesel,Manual,First,10.3,1598,81,7,Delhi,6.59
1707,Ford,Figo,2012,141525,Diesel,Automatic,Third,20.4,1998,85,5,Delhi,1.5
1708,Maruti,Dzire,2020,106620,Petrol,Automatic,Third,18.1,998,96,4,Pune,4.78
1709,Volkswagen,Jetta,2013,131880,CNG,Manual,Third,21.3,1998,99,4,Mumbai,1.92
1710,Toyota,Corolla,2007,91919,CNG,Manual,Second,19.3,1998,85,4,Chennai,1.5
1711,Toyota,Corolla,2020,96904,Diesel,Automatic,Second,19.8,1497,78,4,Delhi,5.78
1712,Volkswagen,Jetta,2014,78273,Petrol,Automatic,Third,18.3,1197,116,7,Delhi,2.91
1713,Volkswagen,Vento,2005,85187,Diesel,Manual,First,13.6,1998,88,4,Kolkata,1.5
1714,Mahindra,Scorpio,2013,44744,CNG,Automatic,Second,18.5,1497,90,4,Pune,4.19
1715,Maruti,Dzire,2010,49619,CNG,Automatic,Second,22.5,1197,53,5,Kolkata,2.59
1716,Volkswagen,Polo,2020,57398,CNG,Manual,Second,17.7,998,52,4,Hyderabad,6.26
1717,Mahindra,XUV500,2020,118251,Diesel,Manual,Third,23.0,1598,85,7,Pune,4.75
1718,Hyundai,i10,2016,24241,CNG,Automatic,First,14.2,998,73,4,Chennai,6.23
1719,Toyota,Etios,2014,134850,CNG,Manual,Second,17.0,1598,111,5,Bangalore,2.68
1720,Hyundai,Verna,2018,13109,Diesel,Automatic,Second,14.7,1497,90,7,Pune,7.19
1721,Maruti,Swift,2022,102753,Diesel,Automatic,Second,21.4,1497,117,5,Kolkata,6.24
1722,Maruti,Baleno,2017,130876,CNG,Manual,Third,15.6,1998,60,4,Hyderabad,3.07
1723,Honda,Jazz,2010,92121,CNG,Manual,Third,19.4,998,105,4,Delhi,1.5
1724,Toyota,Innova,2021,37238,CNG,Automatic,Second,17.0,1197,88,7,Bangalore,7.24
1725,Honda,City,2006,16212,CNG,Manual,First,24.3,1998,53,7,Kolkata,2.17
1726,Hyundai,Verna,2008,41451,Petrol,Manual,Second,24.1,1998,85,4,Delhi,1.78
1727,Volkswagen,Polo,2013,87219,Diesel,Manual,Third,16.9,1598,81,5,Kolkata,3.14
1728,Toyota,Corolla,2015,77459,Petrol,Manual,Second,11.4,998,116,5,Chennai,3.24
1729,Honda,City,2013,79380,Petrol,Automatic,First,17.2,1598,76,4,Hyderabad,4.41
1730,Toyota,Innova,2020,38424,Petrol,Automatic,First,13.2,1998,94,7,Delhi,8.74
1731,Toyota,Corolla,2013,37076,Petrol,Manual,First,13.9,1998,89,7,Bangalore,4.13
1732,Mahindra,Scorpio,2005,140469,Petrol,Manual,First,19.3,1598,85,5,Mumbai,1.5
1733,Volkswagen,Vento,2017,10970,CNG,Automatic,Second,19.5,1598,121,5,Kolkata,6.49
1734,Volkswagen,Polo,2022,69204,Petrol,Automatic,Third,20.2,1598,59,4,Hyderabad,6.44
1735,Ford,Figo,2015,89384,Diesel,Manual,Third,19.4,998,115,5,Hyderabad,3.39
1736,Mahindra,Scorpio,2007,130491,Diesel,Manual,First,17.1,1998,85,4,Chennai,1.5
1737,Volkswagen,Polo,2014,112263,Petrol,Automatic,Second,19.8,998,103,7,Chennai,3.13
1738,Volkswagen,Polo,2009,19358,Petrol,Manual,Third,16.6,1998,90,4,Chennai,1.99
1739,Toyota,Innova,2022,90669,Diesel,Automatic,First,17.8,998,127,5,Delhi,7.36
1740,Honda,Jazz,2006,116301,Petrol,Manual,Third,16.9,1998,72,5,Pune,1.5
1741,Mahindra,TUV300,2009,71075,Petrol,Manual,Third,17.5,1197,72,5,Pune,1.84
1742,Maruti,Baleno,2006,73617,CNG,Manual,First,22.3,1197,73,7,Delhi,1.5
1743,Honda,City,2019,54745,CNG,Manual,First,21.0,998,71,5,Hyderabad,6.9
1744,Mahindra,TUV300,2012,26543,Petrol,Automatic,Second,12.1,1598,103,5,Delhi,3.66
1745,Volkswagen,Jetta,2022,46000,Diesel,Manual,First,20.2,1998,85,4,Bangalore,7.4
1746,Maruti,Swift,2013,47024,Diesel,Manual,Third,16.8,1497,99,7,Mumbai,3.31
1747,Toyota,Innova,2006,44962,Petrol,Automatic,First,19.8,998,125,5,Delhi,1.5
1748,Maruti,Swift,2010,33367,CNG,Automatic,Second,22.9,1598,87,7,Mumbai,2.88
1749,Hyundai,i10,2013,147124,Diesel,Automatic,First,14.0,1197,81,7,Pune,3.22
1750,Maruti,Dzire,2010,141042,CNG,Manual,Third,17.6,1497,115,5,Chennai,1.5
1751,Maruti,Dzire,2012,60306,Petrol,Manual,Third,18.0,1497,60,7,Hyderabad,2.78
1752,Hyundai,i20,2011,82463,Petrol,Manual,First,20.7,1197,77,7,Kolkata,1.5
1753,Toyota,Etios,2010,51880,CNG,Manual,First,18.6,1497,94,5,Mumbai,3.16
1754,Toyota,Etios,2015,128789,Petrol,Manual,Third,21.7,998,64,7,Mumbai,2.76
1755,Hyundai,i10,2020,144978,Petrol,Manual,First,21.6,1598,49,7,Hyderabad,5.26
1756,Honda,Amaze,2011,95376,Petrol,Manual,Second,16.5,1197,83,4,Mumbai,2.17
1757,Volkswagen,Vento,2011,108443,Petrol,Manual,Second,16.5,1998,71,5,Delhi,1.75
1758,Toyota,Innova,2011,129273,Petrol,Automatic,Second,14.7,1197,63,5,Pune,2.15
1759,Hyundai,Verna,2016,80698,Petrol,Automatic,First,14.6,998,98,7,Hyderabad,5.52
1760,Maruti,Baleno,2009,39126,Diesel,Automatic,Second,12.8,1197,71,5,Mumbai,3.41
1761,Honda,Jazz,2010,54547,CNG,Manual,First,15.1,1598,76,7,Chennai,3.14
1762,Mahindra,XUV500,2020,131310,Diesel,Manual,Third,20.4,1598,80,7,Kolkata,4.08
1763,Hyundai,i10,2015,123835,CNG,Manual,Third,22.3,1197,120,7,Delhi,3.01
1764,Toyota,Innova,2006,133378,CNG,Manual,Second,18.3,1998,69,5,Chennai,1.5
1765,Mahindra,TUV300,2008,128604,Diesel,Manual,First,19.6,1998,93,4,Pune,1.5
1766,Volkswagen,Vento,2011,44789,Diesel,Automatic,First,20.0,998,55,4,Chennai,4.53
1767,Volkswagen,Vento,2010,130398,CNG,Manual,Second,15.0,1598,77,4,Kolkata,1.5
1768,Volkswagen,Vento,2010,107103,CNG,Automatic,Third,24.0,998,147,7,Delhi,1.66
1769,Toyota,Corolla,2015,149177,Petrol,Automatic,Second,17.5,1497,96,7,Hyderabad,3.46
1770,Ford,Aspire,2011,31222,CNG,Automatic,Third,17.0,998,121,7,Pune,3.39
1771,Honda,City,2008,110389,Diesel,Automatic,Third,19.5,998,98,5,Bangalore,1.5
1772,Hyundai,Verna,2022,27565,CNG,Manual,First,20.5,1497,73,4,Hyderabad,7.97
1773,Maruti,Dzire,2020,64996,CNG,Manual,Second,14.7,1497,94,5,Hyderabad,6.59
1774,Volkswagen,Vento,2013,24276,Petrol,Automatic,Second,19.4,1598,118,5,Hyderabad,4.71
1775,Ford,EcoSport,2020,149435,CNG,Automatic,Second,20.0,1998,63,5,Kolkata,4.82
1776,Volkswagen,Jetta,2007,59375,Diesel,Manual,First,20.1,1598,102,4,Bangalore,1.5
1777,Maruti,Swift,2010,82336,Petrol,Manual,Second,17.8,1197,55,4,Hyderabad,1.67
1778,Volkswagen,Polo,2014,119192,CNG,Manual,Second,20.7,1497,97,5,Chennai,2.97
1779,Volkswagen,Jetta,2005,86419,Petrol,Manual,First,18.1,1197,85,7,Pune,1.5
1780,Honda,Amaze,2015,95539,Diesel,Automatic,Second,20.1,1497,93,7,Mumbai,4.34
1781,Mahindra,Scorpio,2010,78159,Petrol,Automatic,Second,16.4,1497,42,4,Mumbai,2.99
1782,Honda,Amaze,2019,53611,CNG,Manual,Third,16.6,1998,68,5,Mumbai,5.87
1783,Hyundai,Verna,2009,52271,Petrol,Manual,First,16.8,1497,106,7,Mumbai,2.86
1784,Toyota,Etios,2016,58364,Petrol,Manual,Third,20.1,1497,58,5,Mumbai,4.84
1785,Honda,Amaze,2022,52623,CNG,Automatic,First,18.8,998,78,5,Chennai,8.32
1786,Mahindra,XUV500,2019,93943,Petrol,Manual,Third,12.7,1998,93,7,Bangalore,4.21
1787,Volkswagen,Jetta,2014,134232,Diesel,Manual,Third,13.9,1598,55,5,Pune,2.47
1788,Maruti,Dzire,2020,20506,Petrol,Manual,Second,16.1,998,116,5,Hyderabad,6.82
1789,Mahindra,XUV500,2019,103688,Petrol,Automatic,First,12.9,1998,63,7,Mumbai,6.64
1790,Ford,Aspire,2012,82856,Petrol,Manual,First,17.5,1998,74,5,Pune,3.22
1791,Volkswagen,Polo,2021,113395,Petrol,Automatic,Second,19.5,1998,107,7,Hyderabad,6.86
1792,Maruti,Dzire,2016,114217,Petrol,Automatic,Second,16.9,1598,58,5,Delhi,3.91
1793,Honda,Amaze,2016,90762,Diesel,Manual,First,18.8,1598,66,7,Chennai,4.11
1794,Mahindra,Scorpio,2014,52936,CNG,Automatic,Third,19.0,1598,84,4,Kolkata,4.06
1795,Ford,Aspire,2007,47654,Petrol,Automatic,Second,15.7,1998,80,5,Delhi,1.5
1796,Ford,Figo,2007,11735,Diesel,Automatic,Second,20.7,1197,106,7,Chennai,1.64
1797,Volkswagen,Jetta,2009,62234,Petrol,Automatic,Second,15.2,1998,55,5,Delhi,2.03
1798,Mahindra,Scorpio,2014,139525,CNG,Automatic,First,17.7,998,56,4,Mumbai,2.85
1799,Honda,Amaze,2020,42552,CNG,Automatic,Second,15.0,1197,89,5,Pune,7.18
1800,Volkswagen,Polo,2005,41288,Diesel,Automatic,First,15.8,1998,89,7,Bangalore,1.5
1801,Ford,Figo,2018,77609,CNG,Automatic,Third,17.2,998,118,5,Hyderabad,5.82
1802,Volkswagen,Jetta,2005,78036,Petrol,Manual,First,14.1,1497,102,5,Pune,1.5
1803,Hyundai,i20,2010,23864,Diesel,Automatic,Second,14.6,1497,101,4,Bangalore,4.29
1804,Honda,Jazz,2007,144707,Petrol,Manual,First,14.6,1998,67,4,Hyderabad,1.5
1805,Honda,Amaze,2014,81161,CNG,Automatic,First,18.8,1998,96,7,Bangalore,4.65
1806,Mahindra,XUV500,2005,45900,CNG,Automatic,Second,19.2,1598,58,5,Bangalore,1.61
1807,Hyundai,i10,2011,50515,CNG,Manual,First,21.5,1998,80,7,Pune,3.37
1808,Mahindra,TUV300,2022,39875,Diesel,Automatic,First,13.4,998,95,4,Delhi,8.79
1809,Toyota,Etios,2014,105045,Petrol,Automatic,Third,17.8,1998,107,5,Mumbai,2.83
1810,Volkswagen,Vento,2005,41089,Petrol,Manual,Third,19.7,1197,65,7,Mumbai,1.5
1811,Honda,City,2011,44135,Petrol,Automatic,Third,17.5,998,90,4,Delhi,2.83
1812,Mahindra,Scorpio,2018,21145,Petrol,Manual,First,17.6,1998,102,7,Delhi,6.56
1813,Toyota,Innova,2013,21345,Petrol,Automatic,Third,13.2,998,120,4,Kolkata,4.96
1814,Maruti,Dzire,2011,62435,Petrol,Automatic,First,14.1,998,99,4,Kolkata,3.4
1815,Volkswagen,Vento,2016,102327,Petrol,Manual,Third,18.8,1998,91,4,Delhi,3.24
1816,Mahindra,TUV300,2005,148631,Petrol,Manual,Second,15.6,1197,71,7,Delhi,1.5
1817,Volkswagen,Polo,2011,142171,CNG,Automatic,Second,15.5,1998,84,4,Chennai,1.5
1818,Volkswagen,Polo,2010,103014,Diesel,Automatic,First,20.0,1998,115,4,Chennai,2.15
1819,Maruti,Baleno,2008,132133,Petrol,Manual,Second,18.7,1497,95,7,Bangalore,1.5
1820,Ford,Aspire,2006,31560,Diesel,Automatic,First,18.2,1598,100,5,Chennai,2.51
